         65111546 function calls (54041722 primitive calls) in 109.898 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 parameters.py:60(__init__)
        1    0.000    0.000    0.000    0.000 parameters.py:7(_global_parameters)
        1    0.000    0.000    0.000    0.000 parameters.py:70(evaluate)
        1    0.000    0.000    0.026    0.026 partfrac.py:1(<module>)
        1    0.000    0.000    0.096    0.096 partitioners.py:1(<module>)
        1    0.000    0.000    0.000    0.000 partitioners.py:116(MinCutOptions)
        1    0.000    0.000    0.000    0.000 partitioners.py:157(InvalidNodeBase)
        1    0.000    0.000    0.000    0.000 partitioners.py:60(OpTypes)
        1    0.000    0.000    0.000    0.000 partitioners.py:86(NodeInfo)
        1    0.000    0.000    0.001    0.001 partitions_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patcher.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patcher.py:27(ONNXTorchPatcher)
      126    0.000    0.000    0.001    0.000 pathlib.py:1111(open)
      126    0.000    0.000    0.002    0.000 pathlib.py:1129(read_text)
      197    0.000    0.000    0.000    0.000 pathlib.py:239(splitroot)
      197    0.000    0.000    0.001    0.000 pathlib.py:56(parse_parts)
      197    0.000    0.000    0.001    0.000 pathlib.py:569(_parse_args)
       70    0.000    0.000    0.001    0.000 pathlib.py:589(_from_parts)
      128    0.000    0.000    0.000    0.000 pathlib.py:600(_from_parsed_parts)
      195    0.000    0.000    0.000    0.000 pathlib.py:608(_format_parsed_parts)
      127    0.000    0.000    0.001    0.000 pathlib.py:615(_make_child)
      321    0.000    0.000    0.000    0.000 pathlib.py:621(__str__)
      126    0.000    0.000    0.000    0.000 pathlib.py:631(__fspath__)
       69    0.000    0.000    0.000    0.000 pathlib.py:634(as_posix)
      126    0.000    0.000    0.001    0.000 pathlib.py:845(joinpath)
        1    0.000    0.000    0.000    0.000 pathlib.py:853(__truediv__)
        1    0.000    0.000    0.000    0.000 pathlib.py:865(parent)
      127    0.000    0.000    0.000    0.000 pathlib.py:94(join_parsed_parts)
       70    0.000    0.000    0.001    0.000 pathlib.py:957(__new__)
        1    0.000    0.000    0.000    0.000 pde.py:1(<module>)
        1    0.000    0.000    0.000    0.000 percolation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 permutation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 permutation.py:168(MatrixPermute)
        1    0.000    0.000    0.000    0.000 permutation.py:9(PermutationMatrix)
        1    0.000    0.000    0.006    0.006 pgo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pgo.py:107(CodeId)
        1    0.000    0.000    0.000    0.000 pgo.py:118(CodeState)
        1    0.000    0.000    0.000    0.000 pgo.py:129(InferStride)
        1    0.000    0.000    0.000    0.000 pgo.py:153(AutoUnset)
        1    0.000    0.000    0.000    0.000 pgo.py:165(AutoDynamic)
        1    0.000    0.000    0.000    0.000 pgo.py:177(FrameStateSizeEntry)
        1    0.000    0.000    0.000    0.000 pgo.py:48(ReservedWorkflowIdUserError)
        1    0.000    0.000    0.000    0.000 piecewise.py:1(<module>)
        1    0.000    0.000    0.000    0.000 piecewise.py:19(ExprCondPair)
        1    0.000    0.000    0.000    0.000 piecewise.py:65(Piecewise)
        4    0.000    0.000    0.000    0.000 pkgutil.py:110(iter_modules)
        4    0.000    0.000    0.000    0.000 pkgutil.py:144(_iter_file_finder_modules)
        1    0.000    0.000    0.000    0.000 pkgutil.py:407(get_importer)
        1    0.000    0.000    0.102    0.102 placement_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 placement_types.py:23(Placement)
        1    0.000    0.000    0.000    0.000 placement_types.py:374(_StridedShard)
        1    0.000    0.000    0.000    0.000 placement_types.py:48(Shard)
        1    0.000    0.000    0.000    0.000 placement_types.py:543(Replicate)
        1    0.000    0.000    0.000    0.000 placement_types.py:595(Partial)
        1    0.000    0.000    0.000    0.000 planar_drawing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 planarity.py:1(<module>)
        1    0.000    0.000    0.000    0.000 planarity.py:195(Interval)
        2    0.000    0.000    0.000    0.000 planarity.py:203(__init__)
        1    0.000    0.000    0.000    0.000 planarity.py:223(ConflictPair)
        1    0.000    0.000    0.000    0.000 planarity.py:258(LRPlanarity)
        1    0.000    0.000    0.000    0.000 planarity.py:768(PlanarEmbedding)
        1    0.000    0.000    0.001    0.001 plane.py:1(<module>)
        1    0.000    0.000    0.000    0.000 plane.py:27(<listcomp>)
        1    0.000    0.000    0.000    0.000 plane.py:30(Plane)
        1    0.000    0.000    0.003    0.003 plot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 plot_implicit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 plotgrid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 plotgrid.py:16(PlotGrid)
        1    0.000    0.000    0.023    0.023 point.py:1(<module>)
        1    0.000    0.000    0.000    0.000 point.py:1073(Point3D)
        1    0.000    0.000    0.000    0.000 point.py:42(Point)
        1    0.000    0.000    0.000    0.000 point.py:860(Point2D)
        1    0.000    0.000    0.002    0.002 polyclasses.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyclasses.py:1236(DMP_Python)
        2    0.000    0.000    0.000    0.000 polyclasses.py:1241(_new)
        1    0.000    0.000    0.000    0.000 polyclasses.py:138(DMP)
        2    0.000    0.000    0.000    0.000 polyclasses.py:146(__new__)
        2    0.000    0.000    0.000    0.000 polyclasses.py:155(new)
        1    0.000    0.000    0.000    0.000 polyclasses.py:1735(DUP_Flint)
        1    0.000    0.000    0.000    0.000 polyclasses.py:2448(DMF)
        1    0.000    0.000    0.000    0.000 polyclasses.py:2845(ANP)
        1    0.000    0.000    0.000    0.000 polyconfig.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyconfig.py:52(configure)
        1    0.000    0.000    0.000    0.000 polyerrors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyerrors.py:102(NotReversible)
        1    0.000    0.000    0.000    0.000 polyerrors.py:106(NotAlgebraic)
        1    0.000    0.000    0.000    0.000 polyerrors.py:110(DomainError)
        1    0.000    0.000    0.000    0.000 polyerrors.py:114(PolynomialError)
        1    0.000    0.000    0.000    0.000 polyerrors.py:118(UnificationFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:122(UnsolvableFactorError)
        1    0.000    0.000    0.000    0.000 polyerrors.py:128(GeneratorsError)
        1    0.000    0.000    0.000    0.000 polyerrors.py:13(ExactQuotientFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:132(GeneratorsNeeded)
        1    0.000    0.000    0.000    0.000 polyerrors.py:136(ComputationFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:147(UnivariatePolynomialError)
        1    0.000    0.000    0.000    0.000 polyerrors.py:151(MultivariatePolynomialError)
        1    0.000    0.000    0.000    0.000 polyerrors.py:155(PolificationFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:177(OptionError)
        1    0.000    0.000    0.000    0.000 polyerrors.py:181(FlagError)
        1    0.000    0.000    0.000    0.000 polyerrors.py:30(PolynomialDivisionFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:57(OperationNotSupported)
        1    0.000    0.000    0.000    0.000 polyerrors.py:6(BasePolynomialError)
        1    0.000    0.000    0.000    0.000 polyerrors.py:67(HeuristicGCDFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:71(ModularGCDFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:74(HomomorphismFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:78(IsomorphismFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:82(ExtraneousFactors)
        1    0.000    0.000    0.000    0.000 polyerrors.py:86(EvaluationFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:90(RefinementFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:94(CoercionFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:98(NotInvertible)
        1    0.000    0.000    0.064    0.064 polyfuncs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polygon.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polygon.py:1420(RegularPolygon)
        1    0.000    0.000    0.000    0.000 polygon.py:2053(Triangle)
        1    0.000    0.000    0.000    0.000 polygon.py:25(<listcomp>)
        1    0.000    0.000    0.000    0.000 polygon.py:28(Polygon)
        1    0.000    0.000    0.000    0.000 polynomialring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomialring.py:10(PolynomialRing)
        3    0.000    0.000    0.002    0.001 polynomials.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomials.py:1006(hermite)
        1    0.000    0.000    0.000    0.000 polynomials.py:1108(hermite_prob)
        1    0.000    0.000    0.000    0.000 polynomials.py:1210(laguerre)
        1    0.000    0.000    0.000    0.000 polynomials.py:1320(assoc_laguerre)
        1    0.000    0.000    0.000    0.000 polynomials.py:28(OrthogonalPolynomial)
        1    0.000    0.000    0.000    0.000 polynomials.py:290(gegenbauer)
        1    0.000    0.000    0.000    0.000 polynomials.py:443(chebyshevt)
        1    0.000    0.000    0.000    0.000 polynomials.py:45(jacobi)
        1    0.000    0.000    0.000    0.000 polynomials.py:561(chebyshevu)
        1    0.000    0.000    0.000    0.000 polynomials.py:687(chebyshevt_root)
        1    0.000    0.000    0.000    0.000 polynomials.py:728(chebyshevu_root)
        1    0.000    0.000    0.000    0.000 polynomials.py:773(legendre)
        1    0.000    0.000    0.000    0.000 polynomials.py:889(assoc_legendre)
        1    0.000    0.000    0.002    0.002 polyoptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyoptions.py:18(Option)
        1    0.000    0.000    0.000    0.000 polyoptions.py:187(_init_dependencies_order)
       30    0.000    0.000    0.000    0.000 polyoptions.py:196(<genexpr>)
       25    0.000    0.000    0.000    0.000 polyoptions.py:198(<genexpr>)
        1    0.000    0.000    0.000    0.000 polyoptions.py:258(Expand)
        1    0.000    0.000    0.000    0.000 polyoptions.py:271(Gens)
        1    0.000    0.000    0.000    0.000 polyoptions.py:300(Wrt)
        1    0.000    0.000    0.000    0.000 polyoptions.py:327(Sort)
        1    0.000    0.000    0.000    0.000 polyoptions.py:349(Order)
        1    0.000    0.000    0.000    0.000 polyoptions.py:366(Field)
        1    0.000    0.000    0.000    0.000 polyoptions.py:375(Greedy)
        1    0.000    0.000    0.000    0.000 polyoptions.py:384(Composite)
        1    0.000    0.000    0.001    0.001 polyoptions.py:397(Domain)
        1    0.000    0.000    0.000    0.000 polyoptions.py:44(Flag)
        1    0.000    0.000    0.000    0.000 polyoptions.py:50(BooleanOption)
        1    0.000    0.000    0.000    0.000 polyoptions.py:512(Split)
        1    0.000    0.000    0.000    0.000 polyoptions.py:527(Gaussian)
        1    0.000    0.000    0.000    0.000 polyoptions.py:543(Extension)
        1    0.000    0.000    0.000    0.000 polyoptions.py:576(Modulus)
        1    0.000    0.000    0.000    0.000 polyoptions.py:602(Symmetric)
        1    0.000    0.000    0.000    0.000 polyoptions.py:61(OptionType)
        1    0.000    0.000    0.000    0.000 polyoptions.py:611(Strict)
        1    0.000    0.000    0.000    0.000 polyoptions.py:621(Auto)
        1    0.000    0.000    0.000    0.000 polyoptions.py:638(Frac)
       25    0.000    0.000    0.000    0.000 polyoptions.py:64(__init__)
        1    0.000    0.000    0.000    0.000 polyoptions.py:648(Formal)
        1    0.000    0.000    0.000    0.000 polyoptions.py:658(Polys)
        1    0.000    0.000    0.000    0.000 polyoptions.py:664(Include)
        1    0.000    0.000    0.000    0.000 polyoptions.py:674(All)
        1    0.000    0.000    0.000    0.000 polyoptions.py:684(Gen)
        1    0.000    0.000    0.000    0.000 polyoptions.py:701(Series)
        1    0.000    0.000    0.000    0.000 polyoptions.py:711(Symbols)
        1    0.000    0.000    0.000    0.000 polyoptions.py:728(Method)
        1    0.000    0.000    0.000    0.000 polyoptions.py:76(Options)
        1    0.000    0.000    0.000    0.000 polyquinticconst.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyquinticconst.py:22(PolyQuintic)
        1    0.000    0.000    0.000    0.000 polyroots.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polysys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polysys.py:35(SolveFailed)
        1    0.000    0.000    0.014    0.014 polytools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polytools.py:106(Poly)
        1    0.000    0.000    0.000    0.000 polytools.py:4542(PurePoly)
       12    0.000    0.000    0.000    0.000 polytools.py:69(_polifyit)
        1    0.000    0.000    0.000    0.000 polytools.py:7556(GroebnerBasis)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:187(<listcomp>)
        1    0.000    0.000    0.000    0.000 polyutils.py:188(<listcomp>)
        1    0.000    0.000    0.000    0.000 polyutils.py:444(PicklableWithSlots)
        1    0.000    0.000    0.000    0.000 polyutils.py:516(IntegerPowerable)
      126    0.000    0.000    0.000    0.000 posixpath.py:117(splitext)
      141    0.000    0.000    0.000    0.000 posixpath.py:140(basename)
       11    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
     2443    0.009    0.000    0.013    0.000 posixpath.py:338(normpath)
     2374    0.001    0.000    0.016    0.000 posixpath.py:377(abspath)
     1179    0.001    0.000    0.077    0.000 posixpath.py:392(realpath)
     1179    0.015    0.000    0.068    0.000 posixpath.py:401(_joinrealpath)
    17908    0.003    0.000    0.005    0.000 posixpath.py:41(_get_sep)
     1191    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
     3553    0.002    0.000    0.003    0.000 posixpath.py:60(isabs)
    14203    0.013    0.000    0.021    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.009    0.009 power.py:1(<module>)
        2    0.000    0.000    0.000    0.000 power.py:136(__new__)
        1    0.000    0.000    0.000    0.000 power.py:22(Pow)
        1    0.000    0.000    0.000    0.000 powerset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 powerset.py:10(PowerSet)
        1    0.000    0.000    0.000    0.000 powsimp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 precedence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 preflowpush.py:1(<module>)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
